"kldb_tool_mit_anfniveau","isco_tool_mit_anfniveau","kldb_tool_vorlaufig","isco_tool_vorlaufig","kldb_infas_num","isco_infas_num","kldb_infas_str","isco_infas_str","res1_kldb","res2_kldb","res3_kldb","res1_isco","res2_isco","res3_isco","kldb_tool_1st","res1_kldb_1st","res2_kldb_1st","isco_tool_1st","res1_isco_1st","res2_isco_1st","item_id"
"24412","7214","24412","7214",24413,2142,"[24413] Metallbau - Spezialist","[2142] Bauingenieure","27224","27224",NA,"3115","2149",2142,2,2,2,7,3,2,453
"71394","1213","71394","1213",43494,1330,"[43494] Fuehrung-Softwareentwickl.,Programmierung","[1330] Führungskräfte in der Erbringung von Dienstleistungen im Bereich Informations- und Kommunikationstechnologie","43494","43494",NA,"1330","1330",NA,7,4,4,1,1,1,454
"34312","3132","34312","3132",54142,9129,"[54142] Maschinen-, Anlagenreinigung - Fachkraft","[9129] Sonstiges Reinigungspersonal","54101, 54142","54142",54142,"9129","9129",NA,3,5,5,3,9,9,455
"53112","5414","53112","5414",53112,5414,"[53112] Objekt-,Werte-, Personenschutz-Fachkraft","[5414] Sicherheitswachpersonal","53112","53112",NA,"5414","5414",NA,5,5,5,5,5,5,456
"NA","NA","NA","NA",31114,2161,"[31114] Architektur - Experte","[2161] Architekten","31114","31114",NA,"2161","2161",NA,NA,3,3,NA,2,2,457
"84134","2352","84134","2352",84134,2352,"[84134] Lehrkraefte an Sonderschulen - Experte","[2352] Lehrkräfte im Bereich Sonderpädagogik","84134","84134",NA,"2352","2352",NA,8,8,8,2,2,2,458
"34102","5153","34102","5153",34102,5153,"[34102] Gebaeudetechnik (o.S.) - Fachkraft","[5153] Hauswarte","34102","34102",NA,"5153","5153",NA,3,3,3,5,5,5,459
"NA","NA","NA","NA",71442,4413,"[71442] Kodierer, Korrekturleser - Fachkraft","[4413] Kodierer, Korrekturleser und verwandte Bürokräfte","27103","27103",NA,"4413","4413",NA,NA,2,2,NA,4,4,460
"71403","3343","71403","3343",71402,4120,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[4120] Sekretariatskräfte (allgemein)","71402","71402",NA,"3343, 4120","4120",4120,7,7,7,3,3,4,461
"43214","2511","43214","2511",43214,3513,"[43214] IT-Systemanalyse - Experte","[3513] Techniker für Computernetzwerke und -systeme","43214","43214",NA,"2511, 3513","3513",3513,4,4,4,2,2,3,462
"71324","2421","71324","2421",43224,2511,"[43224] IT-Anwendungsberatung - Experte","[2511] Systemanalytiker","43224","43224",NA,"2511","2511",NA,7,4,4,2,2,2,463
"82103","3221","82103","3221",81302,3221,"[81302] Gesundheits-,Krankenpflege(oS)-Fachkraft","[3221] Nicht akademische Krankenpflegefachkräfte","81302","81302",NA,"3221","3221",NA,8,8,8,3,3,3,464
"84124","2330","84124","2330",84184,2359,"[84184] Lehrkraefte allg. Schule (ssT)-Experte","[2359] Lehrkräfte, anderweitig nicht genannt","84184","84184",NA,"2359","2359",NA,8,8,8,2,2,2,465
"NA","NA","NA","NA",84124,2330,"[84124] Lehrkraefte in d. Sekundarstufe - Experte","[2330] Lehrkräfte im Sekundarbereich","84124","84124",NA,"2300, 2330","2330",2330,NA,8,8,NA,2,2,466
"84214","2320","84214","2320",84304,2310,"[84304] Hochschullehre und -forschung - Experte","[2310] Universitäts- und Hochschullehrer","84124, 84304","84304",84304,"2310","2310",NA,8,8,8,2,2,2,467
"81494","1342","81494","1342",81494,2212,"[81494] Fuehrung - Human- und Zahnmedizin","[2212] Fachärzte","81494","81494",NA,"2212","2212",NA,8,8,8,1,2,2,468
"73234","2411","73232","3352",72244,2411,"[72244] Wirtschaftspruefung - Experte","[2411] Wirtschaftsprüfer, Steuerberater und verwandte Berufe","72244, 72294","72294",72294,"1211, 3313","2411",2411,7,7,7,2,1,2,469
"92494","1349","92494","1349",92413,2642,"[92413] Redakteure, Journalisten - Spezialist","[2642] Journalisten","92413","92413",NA,"2642","2642",NA,9,9,9,1,2,2,470
"26304","2151","26303","3113",27224,2149,"[27224] Konstruktion und Geraetebau - Experte","[2149] Ingenieure, anderweitig nicht genannt","27224","27224",NA,"2149","2149",NA,2,2,2,2,2,2,471
"NA","NA","NA","NA",43223,3512,"[43223] IT-Anwendungsberatung - Spezialist","[3512] Techniker für die Anwenderbetreuung in der Informations- und Kommunikationstechnologie","43223","43223",NA,"3512, 2511","3512",3512,NA,4,4,NA,3,3,472
"11102","6130","11102","6130",11102,6130,"[11102] Landwirtschaft (o.S.) - Fachkraft","[6130] Landwirte mit Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt)","11102","11102",NA,"6130","6130",NA,1,1,1,6,6,6,473
"NA","NA","NA","NA",71402,3343,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[3343] Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung","71402","71402",NA,"3343","3343",NA,NA,7,7,NA,3,3,474
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","71302","4110",71524,2423,"[71524] Personaldienstleistung - Experte","[2423] Berufsberater und -analytiker und akademische und vergleichbare Personalfachleute","61123","61123, 61124",71523,"2424","2430",2430,NA,6,6,NA,2,2,475
"83194","1344","83194","1344",83193,1341,"[83193] Aufsicht-Erziehung,Sozialarbeit,Heilerz.","[1341] Führungskräfte in der Erbringung von Dienstleistungen der Kinderbetreuung","83193","83193",NA,"2635","1341",1341,8,8,8,1,2,1,476
"NA","NA","NA","NA",83212,9111,"[83212] Hauswirtschaft - Fachkraft","[9111] Reinigungspersonal und Hilfskräfte in Privathaushalten","83211","83212",83212,"9111","9111",NA,NA,8,8,NA,9,9,477
"NA","NA","NA","NA",72112,4312,"[72112] Bankkaufleute - Fachkraft","[4312] Bürokräfte in der Statistik, im Finanz- und Versicherungswesen","72112","72112",NA,"4211, 4312","4312",4312,NA,7,7,NA,4,4,478
"84124","2330","84124","2330",84124,2330,"[84124] Lehrkraefte in d. Sekundarstufe - Experte","[2330] Lehrkräfte im Sekundarbereich","84124","84124",NA,"2300, 2330","2330",2330,8,8,8,2,2,2,479
"NA","NA","NA","NA",25102,7233,"[25102] Maschinenbau-,Betriebstech(oS)-Fachkraft","[7233] Landmaschinen- und Industriemaschinenmechaniker und -schlosser","25102","25102",NA,"7233, 7250","7233",7233,NA,2,2,NA,7,7,480
"84114","2341","84114","2341",84124,2330,"[84124] Lehrkraefte in d. Sekundarstufe - Experte","[2330] Lehrkräfte im Sekundarbereich","84124","84124",NA,"2300, 2330","2300",2330,8,8,8,2,2,2,481
"72132","4312","72132","4312",72132,4312,"[72132] Versicherungskaufleute - Fachkraft","[4312] Bürokräfte in der Statistik, im Finanz- und Versicherungswesen","72132","72132",NA,"4312","4312",NA,7,7,7,4,4,4,482
"NA","NA","NA","NA",83111,5311,"[83111] Kinderbetreuung, -erziehung - Helfer","[5311] Kinderbetreuer","83111","83111",NA,"5311","5311",NA,NA,8,8,NA,5,5,483
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","73202","3354",73212,3353,"[73212] Sozialverwaltung,-versicherung-Fachkraft","[3353] Fachkräfte in Sozialverwaltung und -versicherung","71512","71512",NA,"4416","2423",2423,NA,7,7,NA,4,2,484
"83211","9111","83211","9111",83212,5152,"[83212] Hauswirtschaft - Fachkraft","[5152] Hauswirtschafter in Privathaushalten","83212","83212",NA,"5152","5152",NA,8,8,8,9,5,5,485
"32193","3123","32193","3123",32122,7112,"[32122] Maurerhandwerk - Fachkraft","[7112] Maurer und verwandte Berufe","32122","32122",NA,"7112","7112",NA,3,3,3,3,7,7,486
"NA","NA","NA","NA",28222,8153,"[28222] Bekleidungsherstellung - Fachkraft","[8153] Bediener von Nähmaschinen","28222, 22182","28232",28222,"8153, 7533","8153",8153,NA,2,2,NA,8,8,487
"NA","NA","NA","NA",32203,3112,"[32203] Tiefbau (o.S.) - Spezialist","[3112] Bautechniker","32203","32203",NA,"3112","3112",NA,NA,3,3,NA,3,3,488
"61124","2433","61123","3322",25134,2144,"[25134] Tech.Servicekr.Wartung,Instand.-Experte","[2144] Maschinenbauingenieure","61124","61124",NA,"2512","2512",NA,6,6,6,2,2,2,489
"NA","NA","NA","NA",84124,2300,"[84124] Lehrkraefte in d. Sekundarstufe - Experte","[2300] Lehrkräfte","84124","84124",NA,"2300, 2330","2300",2300,NA,8,8,NA,2,2,490
"NA","NA","NA","NA",71403,3343,"[71403] Buero-,Sekretariatskraefte(oS) -Spezialist","[3343] Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung","71402","71403",71403,"4120","3343",3343,NA,7,7,NA,4,3,491
"26302","7412","26302","7412",26304,2151,"[26304] Elektrotechnik (o.S.) - Experte","[2151] Ingenieure im Bereich Elektrotechnik","27104","27104",NA,"2149, 2163","2151",2151,2,2,2,7,2,2,492
"52182","8322","52182","8322",51321,9621,"[51321] Post- und Zustelldienste - Helfer","[9621] Boten, Paketauslieferer und Gepäckträger","52182","52182",NA,"9621","9621",NA,5,5,5,8,9,9,493
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","71302","4322",61124,2433,"[61124] Vertrieb (ausser IKT) - Experte","[2433] Akademische und vergleichbare Fachkräfte im Bereich Vertrieb (Technik und Medizin, ohne Informations- und Kommunikationstechnologie)","91404","71383, 91404",61124,"3322, 2433","2433",2433,NA,9,7,NA,3,2,494
"NA","NA","NA","NA",25213,3115,"[25213] Kraftfahrzeugtechnik - Spezialist","[3115] Maschinenbautechniker","25213","25213",NA,"3115, 2144","3115",3115,NA,2,2,NA,3,3,495
"62102","5223","62102","5223",62212,5223,"[62212] Verkauf (Bekleid.,Leder,Sport)-Fachkraft","[5223] Verkäufer und Verkaufshilfskräfte in Handelsgeschäften","62212","62212",NA,"5223, 5221","5223",5223,6,6,6,5,5,5,496
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","73202","3354",71514,2424,"[71514] Personalentwickl.,-sachbearbeit.-Experte","[2424] Fachkräfte in Personalschulung und -entwicklung","71514","71514",NA,"2424","2424",NA,NA,7,7,NA,2,2,497
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,498
"71423","2643","71423","2643",71424,2643,"[71424] Dolmetscher, Uebersetzer - Experte","[2643] Übersetzer, Dolmetscher und andere Linguisten","71424","71424",NA,"2643","2643",NA,7,7,7,2,2,2,499
"NA","NA","NA","NA",63112,4221,"[63112] Tourismuskaufleute - Fachkraft","[4221] Reiseverkehrsfachkräfte","63112","63112",NA,"4221","4221",NA,NA,6,6,NA,4,4,500
"NA","NA","NA","NA",6,6,"[6] Hausfrau","[6] Hausfrau","6","6",NA,"6","6, 5152",6,NA,6,6,NA,6,6,501
"NA","NA","NA","NA",61124,2433,"[61124] Vertrieb (ausser IKT) - Experte","[2433] Akademische und vergleichbare Fachkräfte im Bereich Vertrieb (Technik und Medizin, ohne Informations- und Kommunikationstechnologie)","62272, 25212","25214",61124,"3322, 2433","2144, 2433",2433,NA,6,2,NA,3,2,502
"71403","3343","71403","3343",73253,3342,"[73253] Justizverwaltung - Spezialist","[3342] Sekretariatsfachkräfte im juristischen Bereich","73202","73202",NA,"3350","3342",3342,7,7,7,3,3,3,503
"62193","5222","62193","5222",62194,5222,"[62194] Fuehrung - Verkauf","[5222] Verkaufsaufsichtskräfte in Handelsgeschäften","62194","62194",NA,"1420","5222",5222,6,6,6,5,1,5,504
"82101","5321","82101","5321",81301,5320,"[81301] Gesundheits-, Krankenpflege (oS)-Helfer","[5320] Betreuungsberufe im Gesundheitswesen","81301","81301",NA,"5320","5320",NA,8,8,8,5,5,5,505
"NA","NA","NA","NA",0,0,"[0] trifft nicht zu (arbeitslos, Wehrdienst, freiwilliges soziales Jahr ohne Tätigkeitsbeschreibung)","[0] trifft nicht zu (arbeitslos, Wehrdienst, freiwilliges soziales Jahr ohne Tätigkeitsbeschreibung)","0","0",NA,"0","4",0,NA,0,0,NA,0,4,506
"NA","NA","NA","NA",71401,4110,"[71401] Buero-, Sekretariatskraefte(o.S.) - Helfer","[4110] Allgemeine Bürokräfte","5","5, 71401",71401,"4110","4110, 5",4110,NA,5,5,NA,4,4,507
"62212","5223","62212","5223",62212,5223,"[62212] Verkauf (Bekleid.,Leder,Sport)-Fachkraft","[5223] Verkäufer und Verkaufshilfskräfte in Handelsgeschäften","62212","62212",NA,"5223","5223",NA,6,6,6,5,5,5,508
"84114","2341","84114","2341",84114,2341,"[84114] Lehrkraefte in der Primarstufe - Experte","[2341] Lehrkräfte im Primarbereich","84114","84114",NA,"2341","2341",NA,8,8,8,2,2,2,509
"25112","8211","25112","8211",25102,7233,"[25102] Maschinenbau-,Betriebstech(oS)-Fachkraft","[7233] Landmaschinen- und Industriemaschinenmechaniker und -schlosser","25102","25102",NA,"7233","8210, 7231",8211,2,2,2,8,7,8,510
"NA","NA","NA","NA",33332,7115,"[33332] Bautischlerei - Fachkraft","[7115] Zimmerleute und Bautischler","33332","33332",NA,"7115","7115",NA,NA,3,3,NA,7,7,511
"91384","2632","91384","2632",91384,2632,"[91384] Gesellschaftswissenschaften(ssT)-Experte","[2632] Soziologen, Anthropologen und verwandte Wissenschaftler","91384","91384",NA,"2632","2632",NA,9,9,9,2,2,2,512
"53124","2149","53124","2149",53123,2263,"[53123] Arbeitssicherh.,Sich.-technik-Spezialist","[2263] Akademische und vergleichbare Fachkräfte in den Bereichen Umwelt- und Arbeitsmedizin sowie Hygiene","53124","53124",NA,"2149","2263",2263,5,5,5,2,2,2,513
"52182","8322","52182","8322",52182,8322,"[52182] FahrzeugfuehrerStrassenverk(ssT)-Fachkraft","[8322] Personenkraftwagen-, Taxi-, Kleintransporter- und Kleinbusfahrer","52182","52182",NA,"8300","8300",NA,5,5,5,8,8,8,514
"NA","NA","NA","NA",71104,1120,"[71104] Geschaeftsfuehrer und Vorstaende - Experte","[1120] Geschäftsführer und Vorstände","71104","71104",NA,"1120","1120",NA,NA,7,7,NA,1,1,515
"72212","4311","72212","4311",71512,4416,"[71512] Personalentwick.,sachbearbeit.-Fachkraft","[4416] Bürokräfte im Personalwesen","71512","71512",NA,"4416","4416",NA,7,7,7,4,4,4,516
"71394","1213","71394","1213",71394,1219,"[71394] Fuehrung - Unternehmensorg., -strategie","[1219] Führungskräfte in der betrieblichen Verwaltung und in unternehmensbezogenen Dienstleistungen, anderweitig nicht genannt","71304","71304",NA,"1320","2000",2000,7,7,7,1,1,2,517
"52122","8332","52122","8332",52122,8332,"[52122] Berufskraftfahrer(Gueterv./LKW)-Fachkraft","[8332] Fahrer schwerer Lastkraftwagen","52122","52122",NA,"8332","8332",NA,5,5,5,8,8,8,518
"83212","5151","83212","5151",83211,9111,"[83211] Hauswirtschaft - Helfer","[9111] Reinigungspersonal und Hilfskräfte in Privathaushalten","83211","83211",NA,"9111","9111",NA,8,8,8,5,9,9,519
"81444","2212","81444","2212",81444,2212,"[81444] Fachaerzte Sinnes,Geschlechtsorg.-Experte","[2212] Fachärzte","81444","81444",NA,"2212","2212",NA,8,8,8,2,2,2,520
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,521
"51312","4321","51312","4321",51312,4321,"[51312] Lagerwirtschaft - Fachkraft","[4321] Fachkräfte in der Lagerwirtschaft","51312","51312",NA,"4321","4321",NA,5,5,5,4,4,4,522
"NA","NA","NA","NA",43423,3512,"[43423] Programmierung - Spezialist","[3512] Techniker für die Anwenderbetreuung in der Informations- und Kommunikationstechnologie","43423","43423",NA,"2514, 3512","3512",3512,NA,4,4,NA,2,3,523
"71402","4110","71402","4110",72112,4312,"[72112] Bankkaufleute - Fachkraft","[4312] Bürokräfte in der Statistik, im Finanz- und Versicherungswesen","72112","72112",NA,"4211, 4312","4312",4312,7,7,7,4,4,4,524
"NA","NA","NA","NA",53213,3355,"[53213] Polizeivollzugsdienst - Spezialist","[3355] Polizeikommissare und Kriminalbeamte","53213","53213",NA,"3355, 5412","5412",3355,NA,5,5,NA,3,5,525
"72134","2412","72134","2412",43323,2519,"[43323] IT-Koordination - Spezialist","[2519] Entwickler und Analytiker von Software und Anwendungen, anderweitig nicht genannt","43323, 72132","43323",43323,"2519, 2434","2511",2511,7,4,4,2,2,2,526
"NA","NA","NA","NA",27304,2141,"[27304] Tech.Produktionspl.,-steuerung-Experte","[2141] Wirtschafts- und Produktionsingenieure","27223","27223",NA,"2141","2144",2144,NA,2,2,NA,2,2,527
"27394","1321","27394","1321",71104,1120,"[71104] Geschaeftsfuehrer und Vorstaende - Experte","[1120] Geschäftsführer und Vorstände","71104","71104",NA,"1120","1120",NA,2,7,7,1,1,1,528
"NA","NA","NA","NA",51311,9333,"[51311] Lagerwirtschaft - Helfer","[9333] Frachtarbeiter und verwandte Berufe","51311","51311",NA,"9333","7200",9333,NA,5,5,NA,9,7,529
"83112","2342","83112","2342",83112,2342,"[83112] Kinderbetreuung, -erziehung - Fachkraft","[2342] Lehrkräfte und Erzieher im Vorschulbereich","83112","83112",NA,"2342","2342",NA,8,8,8,2,2,2,530
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","73202","3354",73203,3350,"[73203] Oeffentliche Verwaltung (o.S.)-Spezialist","[3350] Fachkräfte in der öffentlichen Verwaltung","73203","73203",NA,"3350, 2422","3350",3350,NA,7,7,NA,3,3,531
"84134","2352","84134","2352",84134,2352,"[84134] Lehrkraefte an Sonderschulen - Experte","[2352] Lehrkräfte im Bereich Sonderpädagogik","84134","84134",NA,"2352","2352",NA,8,8,8,2,2,2,532
"73202","3354","73202","3354",-5,4,"[-5] Nicht codierbar","[4] nicht codierbar","-5","-5",NA,"4","4",NA,7,NA,NA,3,4,4,533
"NA","NA","NA","NA",83142,5322,"[83142] Haus- und Familienpflege - Fachkraft","[5322] Haus- und Familienpfleger","83142","83142",NA,"5322, 3412","5322",5322,NA,8,8,NA,5,5,534
"61124","2433","61123","3322",92133,2430,"[92133] Kundenmanagement - Spezialist","[2430] Akademische und vergleichbare Fachkräfte in Vertrieb, Marketing und Öffentlichkeitsarbeit","61123","92133",92133,"2433, 3322","2433",2430,6,6,9,2,2,2,535
"61112","4322","61112","4322",92133,2433,"[92133] Kundenmanagement - Spezialist","[2433] Akademische und vergleichbare Fachkräfte im Bereich Vertrieb (Technik und Medizin, ohne Informations- und Kommunikationstechnologie)","92133","92133",NA,"2433, 3322","2433",2433,6,9,9,4,2,2,536
"33393","3123","33393","3123",33393,7125,"[33393] Aufsicht-Aus-,Trockenbau.Iso.Zimm.Glas.","[7125] Glaser","33393","33393",NA,"7125","7125",NA,3,3,3,3,7,7,537
"81302","3221","81313","3221",81302,3221,"[81302] Gesundheits-,Krankenpflege(oS)-Fachkraft","[3221] Nicht akademische Krankenpflegefachkräfte","81302","81302",NA,"3221","3221",NA,8,8,8,3,3,3,538
"62101","9334","62101","9334",62101,5223,"[62101] Verkauf (ohne Produktspezialis.)-Helfer","[5223] Verkäufer und Verkaufshilfskräfte in Handelsgeschäften","62101","62101",NA,"9334","5223",5223,6,6,6,9,9,5,539
"NA","NA","NA","NA",81294,1342,"[81294] Fuehrung - Medizinisches Laboratorium","[1342] Führungskräfte in der Erbringung von Dienstleistungen im Gesundheitswesen","81294","81294",NA,"1342","1342",NA,NA,8,8,NA,1,1,540
"73212","3353","73212","3353",73212,3353,"[73212] Sozialverwaltung,-versicherung-Fachkraft","[3353] Fachkräfte in Sozialverwaltung und -versicherung","73212","73212",NA,"3353","3353",NA,7,7,7,3,3,3,541
"NA","NA","NA","NA",51624,2421,"[51624] Speditions-, Logistikkaufleute - Experte","[2421] Akademische und vergleichbare Fachkräfte im Bereich Management- und Organisationsanalyse","71314","71314",NA,"2421, 3119","4322, 2421",4320,NA,7,7,NA,2,4,542
"71403","3343","71403","3343",71302,3300,"[71302] Kaufm.,techn.Betriebswirt.(oS)-Fachkraft","[3300] Nicht akademische betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte","71302","71302",NA,"4110, 3300","3300",3300,7,7,7,3,4,3,543
"63302","5131","63302","5131",63302,5131,"[63302] Gastronomieservice (o.S.) - Fachkraft","[5131] Kellner","63302","63302",NA,"5131","5131",NA,6,6,6,5,5,5,544
"91344","2120","91344","2120",91342,4312,"[91342] Markt-, Meinungsforschung - Fachkraft","[4312] Bürokräfte in der Statistik, im Finanz- und Versicherungswesen","","",NA,"","",NA,9,NA,NA,2,NA,NA,545
"NA","NA","NA","NA",83124,2635,"[83124] Sozialarbeit, Sozialpaedagogik - Experte","[2635] Sozialarbeiter","83124","83124",NA,"2635","2635",NA,NA,8,8,NA,2,2,546
"73334","2622","73332","4419",73324,2622,"[73324] Bibliothekswesen - Experte","[2622] Bibliothekswissenschaftler und verwandte Informationswissenschaftler","73324","73324",NA,"2622","2622",NA,7,7,7,2,2,2,547
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","72302","4311",72302,3313,"[72302] Steuerberatung - Fachkraft","[3313] Nicht akademische Fachkräfte im Rechnungswesen","72302","72302",NA,"3313","3313",NA,NA,7,7,NA,3,3,548
"NA","NA","NA","NA",27223,3115,"[27223] Konstruktion und Geraetebau - Spezialist","[3115] Maschinenbautechniker","27223","27223",NA,"2144","3115",3115,NA,2,2,NA,2,3,549
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,550
"NA","NA","NA","NA",91334,2351,"[91334] Erziehungswissenschaft - Experte","[2351] Pädagogik- und Didaktikspezialisten","91334","91334",NA,"2351","2351",NA,NA,9,9,NA,2,2,551
